JOB_ID,TITLE,DESCRIPTION,DISPLAY DATE,LINK,CITY,COUNTRY
1117590,Senior Software Development Manager,About Company,2020-12-28,https://www.rozee.pk/rapidtack-smc-private-limited-senior-software-development-manager-islamabad-karachi-lahore-multan-peshawar-rawalpindi-jobs-1117590.php,Multiple Cities,Pakistan
1117586,Principal Software Engineer,Are you the best software architect in your company?Can you identify patterns in complex systems and see ways to make them 10x simpler?Do yo..,2020-12-28,https://www.rozee.pk/rapidtack-smc-private-limited-principal-software-engineer-islamabad-karachi-lahore-jobs-1117586.php,Multiple Cities,Pakistan
1116996,Accounts Officer,Preparing General Entries in General Journal.Preparing Bank Reconciliation.Preparing various payments to vendors and suppliers.Preparing Sal..,2020-12-28,https://www.rozee.pk/symmetry-group-limited-accounts-officer-karachi-jobs-1116996.php,Karachi,Pakistan
1112194,3D Unity Developer,,2020-12-28,https://www.rozee.pk/zixel-technologies-3d-unity-developer-islamabadkarachilahore-jobs-1112194.php,Multiple Cities,Pakistan
1117568,Senior Fullstack Developer\u00a0,We at Zortik Technologies are looking for a senior web and mobile application developer. n n5 Full years experience with LAMP stack. nConsid..,2020-12-28,https://www.rozee.pk/zortik-technologies-senior-fullstack-developer%c2%a0-islamabad-faisalabad-karachi-lahore-multan-rawalpindi-jobs-1117568.php,Multiple Cities,Pakistan
1117524,Telesales Representative,A UAE based Company is looking for staff for Call Center,2020-12-28,https://www.rozee.pk/arc-tel-telesales-representative-karachi-jobs-1117524.php,Karachi,Pakistan
1117533,Java \/ J2EE Programmer,,2020-12-28,https://www.rozee.pk/m3-technologies-pakistan-pvt-ltd-java-j2ee-programmer-karachi-jobs-1117533.php,Karachi,Pakistan
1117542,Trade Marketing Specialist,Visits to clients Achieve Sales Target Generate businessCustomer Relation Understanding promoting company programsSubmitting Daily report to..,2020-12-28,https://www.rozee.pk/ejadah-medical-company-trade-marketing-specialist-karachi-jobs-1117542.php,Karachi,Pakistan
1117537,Data Warehouse Engineer,,2020-12-28,https://www.rozee.pk/path-solution-pak-pvt-ltd-data-warehouse-engineer-karachi-jobs-1117537.php,Karachi,Pakistan
1117528,Sales Development Representative (Remote),Work from the comfort of your home for employers in Australia & NZMultiple positions available.Are you determined to succeed and write your ..,2020-12-28,https://www.rozee.pk/bettersource-sales-development-representative-remote-islamabad-karachi-lahore-jobs-1117528.php,Multiple Cities,Pakistan
1117513,Order Taker \/ Order Booker,We are looking for the services of Order Taker / Order BookerCandidates with experience are encouraged to apply.,2020-12-28,https://www.rozee.pk/nutrifactor-order-taker-order-booker-hyderabad-karachi-jobs-1117513.php,Multiple Cities,Pakistan
1117508,Senior Creative Art Director,CRYSTAL MEDIA is a borderless creative agency. Our advantage is the value provided through our international network of talent. Our strength..,2020-12-28,https://www.rozee.pk/crystal-media-senior-creative-art-director-karachi-jobs-1117508.php,Karachi,Pakistan
1116985,Business Development Officer,Identify new market opportunities via market research and initiate contactHaving reasonable knowledge about Digital Marketing Services. Some..,2020-12-27,https://www.rozee.pk/asbc-marketing-business-development-officer-karachi-jobs-1116985.php,Karachi,Pakistan
1117440,Marketing Executive,We are looking for the services of Marketing ExecutiveCandidates with experience are encouraged to apply.,2020-12-26,https://www.rozee.pk/techzone-comuter-language-center-marketing-executive-karachi-jobs-1117440.php,Karachi,Pakistan
1117447,Admin Assistant,We are looking for an Admin Assistant who will be responsible for handling all day to day administrative support function. A successful Admi..,2020-12-26,https://www.rozee.pk/job-solutions-pvt-ltd-admin-assistant-karachi-jobs-1117447.php,Karachi,Pakistan
1117503,Video Editor,We are looking for a talented Video Editor to assemble recorded footage into a finished project that matches the directoru2019s vision and is su..,2020-12-26,https://www.rozee.pk/pick-a-service-video-editor-karachi-jobs-1117503.php,Karachi,Pakistan
1117479,WordPress Developer,,2020-12-26,https://www.rozee.pk/mz-global-designs-wordpress-developer-karachi-jobs-1117479.php,Karachi,Pakistan
1117477,WordPress Developer,,2020-12-26,https://www.rozee.pk/mz-global-designs-wordpress-developer-karachi-jobs-1117477.php,Karachi,Pakistan
1117476,Content Marketer,,2020-12-26,https://www.rozee.pk/imtiaz-super-market-content-marketer-karachi-jobs-1117476.php,Karachi,Pakistan
1117475,Senior C++ Developer,Innovative Solutions is hiring for the position of Senior CPLUSPLUS Developer.Location,2020-12-26,https://www.rozee.pk/innovative-solutions-senior-c-developer-karachi-jobs-1117475.php,Karachi,Pakistan
1117484,Graphic Designer,We are looking for the services of a Graphic Designer.Adobe Illustrator and Photoshop skills needed.Candidates have to make multiple posts d..,2020-12-26,https://www.rozee.pk/venyou-graphic-designer-karachi-jobs-1117484.php,Karachi,Pakistan
1117482,PHP Developer,We are looking for a PHP Developer who has strong knowledge and understanding of Php/MYSQLCandidate should be able to to develop new web  ap..,2020-12-26,https://www.rozee.pk/irteqa-solutions-php-developer-karachi-jobs-1117482.php,Karachi,Pakistan
1117301,Office Assistant,We are looking for the services of Office AssistantFresh candidates are encouraged to apply.,2020-12-26,https://www.rozee.pk/mind-tree-office-assistant-karachi-jobs-1117301.php,Karachi,Pakistan
1117428,Logistics Manager,Sahara UK Foods are a supplier of dried fruits & nuts in conventional and organic forms within UK and EU.The business has seen good levels o..,2020-12-26,https://www.rozee.pk/sahara-uk-foods-ltd-logistics-manager-islamabad-karachi-lahore-peshawar-jobs-1117428.php,Multiple Cities,Pakistan
1117426,Maintenance Engineer,To receive and deal with mobile phones sent by customers or distributors for repair and keep in good touch with them. To study specialized m..,2020-12-26,https://www.rozee.pk/vivo-electric-private-limited-maintenance-engineer-karachi-jobs-1117426.php,Karachi,Pakistan
1117419,Head of Sales - Business Development,WE DEAL IN IMPORTED FMCG FOOD PRODUCTS ALL ACROSS PAKISTAN.Develop business across PakistanImplementing the sales strategy for the respectiv..,2020-12-26,https://www.rozee.pk/khalil-group-head-of-sales-business-development-karachi-jobs-1117419.php,Karachi,Pakistan
1117382,Medical Laboratory Manager,We are looking for the services of Medical Laboratory ManagerExperienced candidates are encouraged to apply.,2020-12-26,https://www.rozee.pk/right-lab-medical-laboratory-manager-karachi-jobs-1117382.php,Karachi,Pakistan
1117380,Customer Service Representative,We are looking for the services of Customer Service RepresentativeExperienced candidates are encouraged to apply.,2020-12-26,https://www.rozee.pk/legal-minutes-customer-service-representative-islamabad-faisalabad-gujranwala-karachi-lahore-multan-peshawar-rawalpindi-jobs-1117380.php,Multiple Cities,Pakistan
1116567,Creative Content Writer \/ Blogger,Logicose is looking for Creative Writers to join our team of skilled professionals.REQUIRED SKILLS Outstanding command over written EnglishJ..,2020-12-26,https://www.rozee.pk/logicose-creative-content-writer-blogger-karachi-jobs-1116567.php,Karachi,Pakistan
1117398,UI \/ UX Designer,We are looking for the services of UI / UX DesignerExperienced candidates are encouraged to apply.,2020-12-26,https://www.rozee.pk/hammi-systems-ui-ux-designer-karachi-jobs-1117398.php,Karachi,Pakistan
1117416,Graphic Designer,AT&R is a dynamic one place solution marketing firm with clients across Pakistan and abroad.We work with businesses from a range of industri..,2020-12-26,https://www.rozee.pk/atr-graphic-designer-karachi-jobs-1117416.php,Karachi,Pakistan
1117411,Manager Recovery,We are an overseas corresponding Agency working for GCC Banks.We are looking for an energetic and confident candidates (Male/Female) withGoo..,2020-12-26,https://www.rozee.pk/bilkish-associates-pakistan-pvt-ltd-manager-recovery-karachi-jobs-1117411.php,Karachi,Pakistan
1117284,Human Resource Coordinator,,2020-12-26,https://www.rozee.pk/techtory-human-resource-coordinator-karachi-jobs-1117284.php,Karachi,Pakistan
1117360,Area Sales Manager,Job Responsibilities of Area Sales Manager,2020-12-26,https://www.rozee.pk/itl-group-area-sales-manager-karachi-lahore-jobs-1117360.php,Multiple Cities,Pakistan
1117346,Social Media Marketing Expert,We are looking for an e-commerce and social media marketer.Location,2020-12-26,https://www.rozee.pk/indus-towels-social-media-marketing-expert-karachi-jobs-1117346.php,Karachi,Pakistan
1117332,Digital Marketing Manager,Need a digital marketer for our International Shopify Store and local e-Commerce business. We will be targeting International customers so t..,2020-12-25,https://www.rozee.pk/ecomnity-digital-marketing-manager-karachi-jobs-1117332.php,Karachi,Pakistan
1117334,Data Entry Operator,If you can operate computer and internet easily and want to take a step towards online marketing then this job is for you as we are hiring f..,2020-12-25,https://www.rozee.pk/publishers-hun-data-entry-operator-karachi-jobs-1117334.php,Karachi,Pakistan
1117359,Telesales Representative,A good company located at Shahra e Faisal Karachi looking for young and energetic females for our telemarketing services. Interested candida..,2020-12-25,https://www.rozee.pk/escalate-business-consultant-telesales-representative-karachi-jobs-1117359.php,Karachi,Pakistan
1117354,,,2020-12-25,https://www.rozee.pk/avanza-solutions-senior-software-engineer-net-reactjs-angularjs-karachi-jobs-1117354.php,Karachi,Pakistan
1117350,Microsoft CRM Developer,,2020-12-25,https://www.rozee.pk/al-alim-consulting-microsoft-crm-developer-hyderabad-karachi-jobs-1117350.php,Multiple Cities,Pakistan
1117374,Sales Executive,We are looking for Sales Executive.Fresh Graduate or MBA in Marketing Majors Benefits,2020-12-25,https://www.rozee.pk/bin-naeem-sales-executive-karachi-jobs-1117374.php,Karachi,Pakistan
1117217,.Net Developer,,2020-12-25,https://www.rozee.pk/altpay-pvt-ltd-net-developer-karachi-jobs-1117217.php,Karachi,Pakistan
1111341,Marketing \/ Sales Executive,We are looking for Sales and Marketing Executives for our Software Products Sales in Pakistan. Candidates with good communication and sales ..,2020-12-25,https://www.rozee.pk/software-craft-pvt-ltd-marketing-sales-executive-islamabad-karachi-lahore-peshawar-jobs-1111341.php,Multiple Cities,Pakistan
1117302,3D Animator,We are urgently Looking for 3D animator to work remotely .Can easily create Dancing Videos according to reference providedNegotiable salary ..,2020-12-25,https://www.rozee.pk/nutri-store-3d-animator-karachi-jobs-1117302.php,Karachi,Pakistan
1117276,Senior Wordpress Developer - Front End,,2020-12-25,https://www.rozee.pk/real-versatile-technologies-senior-wordpress-developer-front-end-karachi-jobs-1117276.php,Karachi,Pakistan
1117281,Business Development Executive - FMCG \/ RETAIL,WE DEAL IN IMPORTED FMCG FOOD PRODUCTS ALL ACROSS PAKISTAN.Develop business across PakistanImplementing the sales strategy for the respectiv..,2020-12-25,https://www.rozee.pk/khalil-group-business-development-executive-fmcg-retail-karachi-jobs-1117281.php,Karachi,Pakistan
1117285,Area Sales Manager,,2020-12-25,https://www.rozee.pk/khalil-group-area-sales-manager-karachi-jobs-1117285.php,Karachi,Pakistan
1117295,Senior Java Developer,Innovative Solutions is hiring Senior Java Developer.Location,2020-12-25,https://www.rozee.pk/innovative-solutions-senior-java-developer-karachi-jobs-1117295.php,Karachi,Pakistan
1117286,Marketing Analyst   Digital &amp; Creative,,2020-12-24,https://www.rozee.pk/contour-software-marketing-analyst-digital-creative-jobs-1117286.php,Multiple Cities,Pakistan
1117097,Marketing Executive,Market the renewable energy products to potential leadsgenerate leads,2020-12-24,https://www.rozee.pk/cenergy-marketing-executive-karachi-jobs-1117097.php,Karachi,Pakistan
1117241,PHP Backend Developer,,2020-12-24,https://www.rozee.pk/obsidian-php-backend-developer-karachi-jobs-1117241.php,Karachi,Pakistan
1117244,Trainee QA Engineer,RIKSOF is an award-winning mobile and web app development company with its headquarters in Karachi. We are currently on the lookout for high..,2020-12-24,https://www.rozee.pk/riksof-trainee-qa-engineer-karachi-jobs-1117244.php,Karachi,Pakistan
1117240,International Sales Executive,We are looking to recruit an International Sales Executive to join our team.The candidate will work closely with our Inbound Marketing team...,2020-12-24,https://www.rozee.pk/international-sales-executive-karachi-jobs-1117240.php,Karachi,Pakistan
1117182,MTO (HR) - Time & Attendance  (TIS),Core Responsibilities,2020-12-24,https://www.rozee.pk/taj-corporation-mto-hr-time-attendance-tis-karachi-jobs-1117182.php,Karachi,Pakistan
1117172,Assistant Manager \/ Manager Sales,To assist the head of sales.Lead / Manage the exsisting sales team.Ensure targets are given and met every month.Enhance the dealership sales..,2020-12-24,https://www.rozee.pk/honda-south-pvt-ltd-assistant-manager-manager-sales-karachi-jobs-1117172.php,Karachi,Pakistan
1117183,Sales Executive,Dealership Sales.Increase the sales numbers.Visit Corporates and banks on a daily basis.Customer Service. ,2020-12-24,https://www.rozee.pk/honda-south-pvt-ltd-sales-executive-karachi-jobs-1117183.php,Karachi,Pakistan
1117188,Sales \/ Customer Service Executive,Calls and visits to Corporates & Banks.Coordination with the sales team for visits and appointments.Customer Service.,2020-12-24,https://www.rozee.pk/honda-south-pvt-ltd-sales-customer-service-executive-karachi-jobs-1117188.php,Karachi,Pakistan
1114876,Customer Service Representative,Great opportunities for Fresh out of school or college students to work and gain work experience while working for American call center in K..,2020-12-24,https://www.rozee.pk/call-central-usa-customer-service-representative-karachi-jobs-1114876.php,Karachi,Pakistan
1117233,Business Development Officer,Company Profile DiscoveriTech is a digital marketing & creative house servicing client in the digital space. We are a dynamic group of marke..,2020-12-24,https://www.rozee.pk/discoveritech-business-development-officer-karachi-jobs-1117233.php,Karachi,Pakistan
1117232,International Sales Specialist,Salsoft is currently on the lookout for an International Sales Specialist in the Karachi office for UK and US campaigns.UK Timings,2020-12-24,https://www.rozee.pk/salsoft-technologies-international-sales-specialist-karachi-jobs-1117232.php,Karachi,Pakistan
1117227,Corporate Relationship Officer,Develop new Corporate and Individuals business in line with targets allocated by Branch Manager/HOEnhance business relationship with existin..,2020-12-24,https://www.rozee.pk/first-habib-modaraba-corporate-relationship-officer-karachi-lahore-jobs-1117227.php,Multiple Cities,Pakistan
1117226,Brand Manager,We are looking for a Brand Manager to help develop and implement effective brand-building strategies. Youu2019ll brainstorm ideas to meet sales ..,2020-12-24,https://www.rozee.pk/stratagem-ventures-brand-manager-karachi-jobs-1117226.php,Karachi,Pakistan
1117211,International Sales Executive,International Sales ExecutiveResponsible for sales and business development activities by accurately and proactively processing each stage o..,2020-12-24,https://www.rozee.pk/spc-tek-international-sales-executive-karachi-jobs-1117211.php,Karachi,Pakistan
1117208,Project Manager - Construction,,2020-12-24,https://www.rozee.pk/mall-developers-h-h-associates-pvt-ltd-project-manager-construction-karachi-jobs-1117208.php,Karachi,Pakistan
1117155,PHP Laravel Developer,,2020-12-24,https://www.rozee.pk/ztabs-php-laravel-developer-islamabad-karachi-lahore-abbottabad-mansehra-jobs-1117155.php,Multiple Cities,Pakistan
1117098,Import Executive,Import Executive required who will responsible,2020-12-24,https://www.rozee.pk/scentsn-stories-import-executive-karachi-jobs-1117098.php,Karachi,Pakistan
1117184,Senior Finance Officer,,2020-12-24,https://www.rozee.pk/blueex-senior-finance-officer-karachi-jobs-1117184.php,Karachi,Pakistan
1117198,,Key Responsibilities/ChallengesCoordination with Islamic banking branches for system support and in other day to day affairs.Coordination wi..,2020-12-24,https://www.rozee.pk/soneri-bank-limited-senior-analyst-business-operations-network-support-karachi-jobs-1117198.php,Karachi,Pakistan
1117163,Typist,Making of technical Quotations related to scientific laboratory equipment.Cost calculations.,2020-12-24,https://www.rozee.pk/ghulam-muhammad-sons-typist-karachi-jobs-1117163.php,Karachi,Pakistan
1117186,PHP Developer,,2020-12-24,https://www.rozee.pk/right-solution-php-developer-karachi-jobs-1117186.php,Karachi,Pakistan
1117076,Sales Representative,Grandiose Business Solutions is looking for Sales Representatives for one of our premium clients.The ideal candidate must be at least a grad..,2020-12-24,https://www.rozee.pk/grandiose-group-of-companies-sales-representative-karachi-jobs-1117076.php,Karachi,Pakistan
1117012,Help Desk Officer,Looking for a Help Desk OfficerWho can follow up clients via telephone conversation and facebook.He/She must posses good attributes in conve..,2020-12-24,https://www.rozee.pk/karachi-hair-transplant-cosmetic-center-help-desk-officer-karachi-jobs-1117012.php,Karachi,Pakistan
1117090,Asset Integrity Manager (AIM),Risk based inspectionRemaining life estimation of aging asset.Fitness for service assessmentReliabilities studiesMechanical study & life ass..,2020-12-24,https://www.rozee.pk/sgs-pakistan-pvt-ltd-asset-integrity-manager-aim-karachi-jobs-1117090.php,Karachi,Pakistan
1117136,Network Engineer,,2020-12-24,https://www.rozee.pk/teleco-networks-network-engineer-karachi-jobs-1117136.php,Karachi,Pakistan
1116902,Mobile Application Developer,Technical  Skills & Requirements,2020-12-24,https://www.rozee.pk/imperative-technologies-mobile-application-developer-islamabad-faisalabad-gujranwala-karachi-lahore-multan-sialkot-gujrat-jobs-1116902.php,Multiple Cities,Pakistan
1117132,Senior Support Engineer,The Division,2020-12-24,https://www.rozee.pk/contour-software-senior-support-engineer-jobs-1117132.php,Karachi,Pakistan
1117125,Customer Support Executive,,2020-12-24,https://www.rozee.pk/scentsn-stories-customer-support-executive-karachi-jobs-1117125.php,Karachi,Pakistan
1117102,Full Stack Developer,Need an experienced full-stack developer to build working and functional prototype for a social networking website. Require Developer Who ca..,2020-12-24,https://www.rozee.pk/ami-limited-full-stack-developer-islamabad-karachi-lahore-jobs-1117102.php,Multiple Cities,Pakistan
1117088,Digital Marketing Manager,,2020-12-24,https://www.rozee.pk/beijing-hanzhiyun-education-digital-marketing-manager-islamabad-karachi-lahore-jobs-1117088.php,Multiple Cities,Pakistan
1116434,Programme Officer-GMCP,https,2020-12-24,https://www.rozee.pk/united-nations-pakistan-programme-officer-gmcp-karachi-jobs-1116434.php,Karachi,Pakistan
1117092,LiveOps Engineer,The Division,2020-12-24,https://www.rozee.pk/contour-software-liveops-engineer-jobs-1117092.php,Karachi,Pakistan
1117024,React Native Developer,We are a software development company who make software for small-medium business more than 40 staff in 4 locations around the world.Now we ..,2020-12-24,https://www.rozee.pk/coding-with-tea-react-native-developer-islamabad-gujranwala-karachi-lahore-peshawar-rawalpindi-bahawalnagar-okara-jobs-1117024.php,Multiple Cities,Pakistan
1117074,Technical Content Writer -  Work from Home,,2020-12-24,https://www.rozee.pk/blue-rabbit-media-technical-content-writer-work-from-home-faisalabad-gujranwala-karachi-lahore-jobs-1117074.php,Multiple Cities,Pakistan
1116158,WordPress Developer - Work from Home,,2020-12-24,https://www.rozee.pk/blue-rabbit-media-wordpress-developer-work-from-home-faisalabad-gujranwala-karachi-lahore-bahawalpur-gilgit-gujrat-kashmir-jobs-1116158.php,Multiple Cities,Pakistan
1116425,Sr. PHP Developer,,2020-12-24,https://www.rozee.pk/comfort-tech-sr-php-developer-islamabad-karachi-lahore-jobs-1116425.php,Multiple Cities,Pakistan
1116998,Laravel Developer,,2020-12-23,https://www.rozee.pk/k-labs-laravel-developer-karachi-jobs-1116998.php,Karachi,Pakistan
1117025,Senior PHP Developer,,2020-12-23,https://www.rozee.pk/aalogics-pvt-ltd-senior-php-developer-karachi-jobs-1117025.php,Karachi,Pakistan
1117040,Billing \/ Invoicing Officer,Private company required experienced & professional male staff for full night shift in customer support and finance departments must be flue..,2020-12-23,https://www.rozee.pk/standard-international-services-providing-network-billing-invoicing-officer-karachi-jobs-1117040.php,Karachi,Pakistan
1117042,Customer Support Officer,,2020-12-23,https://www.rozee.pk/standard-international-services-providing-network-customer-support-officer-karachi-jobs-1117042.php,Karachi,Pakistan
1117006,Web Designer \/ Front End Developer,We have an immediate opening for need an expert Web Designer with sharp Front End development expertise. Should have years of proven experie..,2020-12-23,https://www.rozee.pk/real-versatile-technologies-web-designer-front-end-developer-karachi-jobs-1117006.php,Karachi,Pakistan
1117016,Senior PHP Developer \/ Team Lead,We are looking for a motivated individual and technology enthusiast to manage and be part of our tech team building an ecommerce and enterpr..,2020-12-23,https://www.rozee.pk/simplicore-senior-php-developer-team-lead-karachi-jobs-1117016.php,Karachi,Pakistan
1117032,Software Developer,,2020-12-23,https://www.rozee.pk/contour-software-software-developer-jobs-1117032.php,Karachi,Pakistan
1116594,.Net Developer,Logicose is looking to hire a suitable candidate for the position of .Net Software Developer. Technical skills required for this position ar..,2020-12-23,https://www.rozee.pk/logicose-net-developer-karachi-jobs-1116594.php,Karachi,Pakistan
1116927,Service Desk Support Executive (Remote),Role,2020-12-23,https://www.rozee.pk/nigel-frank-international-service-desk-support-executive-remote-islamabad-karachi-lahore-rawalpindi-murree-okara-zahir-pir-zhob-jobs-1116927.php,Multiple Cities,Pakistan
1116987,Full Stack Software Engineer - ReactJS \/ NodeJS,We are looking for a Full Stack Engineer that will join our team building a new enterprise SaaS solution.Responsibilities,2020-12-23,https://www.rozee.pk/simplicore-full-stack-software-engineer-reactjs-nodejs-karachi-jobs-1116987.php,Karachi,Pakistan
1116986,Full Stack Developer,,2020-12-23,https://www.rozee.pk/credicove-full-stack-developer-karachi-jobs-1116986.php,Karachi,Pakistan
1116982,Assistant Manager Finance,,2020-12-23,https://www.rozee.pk/the-hunar-foundation-assistant-manager-finance-karachi-jobs-1116982.php,Karachi,Pakistan
1116946,Grinding Plant Supervisor,,2020-12-23,https://www.rozee.pk/fulcrum-pvt-ltd-grinding-plant-supervisor-karachi-jobs-1116946.php,Karachi,Pakistan
1001062,Packages Limited Internship,We offer Packages Limited Internships opportunities (project based) to graduates or undergraduates.The students who are looking forward to e..,2020-12-23,https://www.rozee.pk/packages-convertors-limited-packages-limited-internship-islamabad-gujranwala-karachi-lahore-rawalpindi-sheikhupura-jobs-1001062.php,Multiple Cities,Pakistan
1116953,Grinding Plant Operator,,2020-12-23,https://www.rozee.pk/fulcrum-pvt-ltd-grinding-plant-operator-karachi-jobs-1116953.php,Karachi,Pakistan
1116945,Website Developer (WordPress - Php),Looking for candidates with proficient skills in WordPress/Php Design and development.Experience in planning and delivering software platfor..,2020-12-23,https://www.rozee.pk/tag-technologies-pvt-ltd-website-developer-wordpress-php-karachi-jobs-1116945.php,Karachi,Pakistan
1116940,Spray Painter,We are looking for the services of Spray PainterExperienced candidates are encouraged to apply.,2020-12-23,https://www.rozee.pk/zulqurnain-corporation-spray-painter-karachi-jobs-1116940.php,Karachi,Pakistan
1116924,Taxation Intern,Gaining insight into the documentation process necessary for taxationMaintaining clients tax recordsLearning how to file taxesManaging FBR u..,2020-12-23,https://www.rozee.pk/tax-orbit-taxation-intern-karachi-jobs-1116924.php,Karachi,Pakistan
1116880,Digital Marketing Manager,,2020-12-23,https://www.rozee.pk/swedtech-pakistan-digital-marketing-manager-karachi-jobs-1116880.php,Karachi,Pakistan
1116930,IT Officer,We are looking for the services of IT OfficerExperienced candidates are encouraged to apply.,2020-12-23,https://www.rozee.pk/bold-mind-global-it-officer-karachi-jobs-1116930.php,Karachi,Pakistan
1116003,Electrician,,2020-12-23,https://www.rozee.pk/shah-international-technical-training-institute-consultants-pvt-ltd-electrician-karachi-jobs-1116003.php,Karachi,Pakistan
1116005,Pipe Fitter \/ Fabricator,,2020-12-23,https://www.rozee.pk/shah-international-technical-training-institute-consultants-pvt-ltd-pipe-fitter-fabricator-karachi-jobs-1116005.php,Karachi,Pakistan
1116928,Content Writer (Research \/ Writing),,2020-12-23,https://www.rozee.pk/vital-communications-content-writer-research-writing-karachi-jobs-1116928.php,Karachi,Pakistan
1116031,AC Technician,,2020-12-23,https://www.rozee.pk/shah-international-technical-training-institute-consultants-pvt-ltd-ac-technician-karachi-jobs-1116031.php,Karachi,Pakistan
1116918,Office Assistant,We are looking for the services of Office Assistant Fresh candidates are encouraged to apply.,2020-12-23,https://www.rozee.pk/college-of-physicians-surgeons-pakistan-cpsp-office-assistant-karachi-jobs-1116918.php,Karachi,Pakistan
1116914,Customer Solutions Consultant,,2020-12-23,https://www.rozee.pk/sibisoft-pvt-ltd-customer-solutions-consultant-karachi-jobs-1116914.php,Karachi,Pakistan
1116911,Sales Executive,,2020-12-23,https://www.rozee.pk/hadsons-sales-executive-karachi-jobs-1116911.php,Karachi,Pakistan
1116888,React Native Developer,We are looking for a u201cReact Native Developeru201d interested in working on mobile Apps on both the IOS and Android platforms.As a React Native D..,2020-12-23,https://www.rozee.pk/siddiqsons-industries-pvt-ltd-react-native-developer-karachi-jobs-1116888.php,Karachi,Pakistan
1116877,Business Development Executive,Responsibilities,2020-12-23,https://www.rozee.pk/nexus-corporation-ltd-business-development-executive-karachi-jobs-1116877.php,Karachi,Pakistan
1116869,Product Reviews Writer,Hiring Technical/ Amazon Affiliate Article Writer/ Product Reviews Writer. The UltraRnaked is looking for a technical content writer who's e..,2020-12-23,https://www.rozee.pk/the-ultrarnaked-product-reviews-writer-islamabadkarachilahore-jobs-1116869.php,Multiple Cities,Pakistan
1116007,Mason,,2020-12-23,https://www.rozee.pk/shah-international-technical-training-institute-consultants-pvt-ltd-mason-karachi-jobs-1116007.php,Karachi,Pakistan
1116015,Steel Fixer,,2020-12-23,https://www.rozee.pk/shah-international-technical-training-institute-consultants-pvt-ltd-steel-fixer-karachi-jobs-1116015.php,Karachi,Pakistan
1116866,Virtual Internship,,2020-12-23,https://www.rozee.pk/chipkoo-labs-virtual-internship-karachi-jobs-1116866.php,Karachi,Pakistan
1116861,SEO Specialist,,2020-12-23,https://www.rozee.pk/astera-software-seo-specialist-karachi-jobs-1116861.php,Karachi,Pakistan
1116417,EBS Functional Consultant,,2020-12-23,https://www.rozee.pk/pakistan-cables-limited-ebs-functional-consultant-karachi-jobs-1116417.php,Karachi,Pakistan
1114918,Brand Representative,,2020-12-23,https://www.rozee.pk/zaras-bakeshop-and-baking-school-brand-representative-rawalpindiswatswatmingorakarachiislamabadpeshawarquettafaisalabad-jobs-1114918.php,Multiple Cities,Pakistan
1116858,Software Quality Assurance Engineer,Job SummaryWe are looking for a Quality Assurance (QA) engineer to develop and execute exploratory and automated tests to ensure product qua..,2020-12-23,https://www.rozee.pk/datasoft-solutions-pvt-ltd-software-quality-assurance-engineer-karachi-jobs-1116858.php,Karachi,Pakistan
1116855,.NET Developer,We have multiple opportunities in UK based organisation that is now expanding its operations. We require number of accomplished full stack ...,2020-12-23,https://www.rozee.pk/mparsec-net-developer-karachi-jobs-1116855.php,Karachi,Pakistan
1116842,Ionic Developer,We are looking for a young and talented ionic Developer  (Remote)  that can work on Mobile/Tablet apps individually and in a team. Applicant..,2020-12-23,https://www.rozee.pk/xperia-tech-ionic-developer-islamabad-karachi-lahore-peshawar-rawalpindi-jobs-1116842.php,Multiple Cities,Pakistan
1116839,SQA Specialist,,2020-12-23,https://www.rozee.pk/veripark-software-solutions-sqa-specialist-islamabad-karachi-lahore-jobs-1116839.php,Multiple Cities,Pakistan
1116756,Telemarketing Representative,,2020-12-23,https://www.rozee.pk/dotsketch-studio-telemarketing-representative-karachi-jobs-1116756.php,Karachi,Pakistan
1116728,Pharmacist,We are looking for the Pharmacist required for a surgical dressing company.Responsibility to assure the quality of products is as per standa..,2020-12-23,https://www.rozee.pk/sultan-cotton-and-bandages-pharmacist-karachi-jobs-1116728.php,Karachi,Pakistan
1116572,Marketing Intern,,2020-12-23,https://www.rozee.pk/freshop-marketing-intern-islamabad-karachi-jobs-1116572.php,Multiple Cities,Pakistan
1116786,Sales Executive,organising sales visits.Get Product Knowledge.Communication skills.demonstrating and presenting products.maintaining accurate records.review..,2020-12-23,https://www.rozee.pk/hunza-candle-enterprises-sales-executive-karachi-jobs-1116786.php,Karachi,Pakistan
1116826,Senior Software Development Manager,About Company,2020-12-23,https://www.rozee.pk/rapidtack-smc-private-limited-senior-software-development-manager-islamabad-karachi-lahore-multan-peshawar-rawalpindi-jobs-1116826.php,Multiple Cities,Pakistan
1116830,Principal Software Engineer,Are you the best software architect in your company?Can you identify patterns in complex systems and see ways to make them 10x simpler?Do yo..,2020-12-23,https://www.rozee.pk/rapidtack-smc-private-limited-principal-software-engineer-islamabad-karachi-lahore-jobs-1116830.php,Multiple Cities,Pakistan
1116575,Social Media Manager,,2020-12-23,https://www.rozee.pk/mercury-cleaners-social-media-manager-karachi-jobs-1116575.php,Karachi,Pakistan
1116798,Salesman,Need a salesman/saleswomen for a digital servicing agency we are working on a baby startup of a serving company so the person if interested ..,2020-12-23,https://www.rozee.pk/cyberbuddies-salesman-islamabad-faisalabad-hyderabad-karachi-lahore-jobs-1116798.php,Multiple Cities,Pakistan
